Incident Report Number,Crime Type,Date,Time,Location Type,Address,Longitude,Latitude,Neighborhood
20162171844,POSS OF DRUG PARAPHERNALIA,8/4/16,2318,,6600 BLOCK CAMERON RD,,,
20162270264,OPEN DOOR/WINDOW,8/14/16,310,,1500 BLOCK BARTON SPRINGS RD,,,
20162211661,CRIMINAL TRESPASS NOTICE,8/8/16,2200,,3100 BLOCK S 1ST ST,,,
20165032283,CRASH/LEAVING THE SCENE,8/5/16,1615,,100 BLOCK W SLAUGHTER LN,,,
20162171793,DWI,8/4/16,2258,,7600 BLOCK HOLLY OAK CIR,,,
20165032072,CRASH/LEAVING THE SCENE,8/4/16,1607,,WELLSBRANCH/ N IH 35 SVRD NB,,,
20165031933,PROTECTIVE ORDER,8/3/16,1945,,UNKNOWN,-97.75604107,30.39294385,
20162221890,ASSIST COMPLAINANT,8/9/16,2255,,ALAMEDA DR / E RIVERSIDE DR,-97.74051296,30.25071039,
20162141022,CRIMINAL TRESPASS NOTICE,8/1/16,1535,,500 BLOCK CANYON RIDGE DR,,,
20162220204,FAMILY DISTURBANCE,8/9/16,408,,2500 BLOCK HOWELLWOOD WAY,,,
20162260706,CRASH/LEAVING THE SCENE,8/13/16,930,,1200 BLOCK BARBARA JORDAN BLVD,,,
20162201384,FAMILY DISTURBANCE,8/7/16,2049,,9300 BLOCK SINGING QUAIL DR,,,
20165033366,FOUND PROPERTY,8/13/16,1130,,2500 BLOCK S CONGRESS AVE,,,
20162211575,THEFT,8/8/16,2120,,1100 BLOCK AIRPORT BLVD,,,
20162250570,FOUND PROPERTY,8/12/16,945,,800 BLOCK SPRINGDALE RD,,,
20162220426,WARRANT ARREST NON TRAFFIC,8/9/16,824,,500 BLOCK E 7TH ST,,,
20162261742,CRASH/LEAVING THE SCENE,8/13/16,2220,,10200 BLOCK ANNIE OAKLEY TRL,,,
20165033496,FAILURE TO REG AS SEX OFFENDER,8/8/16,0,,700 BLOCK E 8TH ST,,,
20165032633,CRASH/LEAVING THE SCENE,8/8/16,1815,,600 BLOCK MASTERSON PASS,,,
20165033324,DISTURBANCE - OTHER,8/12/16,2300,,2100 BLOCK E BEN WHITE BLVD EB,,,
20165031775,FOUND PROPERTY,8/3/16,635,,2300 BLOCK BLALOCK DR,,,
20162181205,DISTURBANCE - OTHER,8/5/16,1551,,500 BLOCK S CONGRESS AVE,,,
20162231343,CRIMINAL TRESPASS NOTICE,8/10/16,1741,,9100 BLOCK N IH 35 SVRD NB,,,
20165031731,THEFT,8/2/16,1200,,13300 BLOCK N US 183 HWY SVRD NB,,,
20162190675,CRASH/LEAVING THE SCENE,8/6/16,1626,,10300 BLOCK GOLDEN MEADOW DR,,,
20162170276,THEFT FROM AUTO,8/4/16,830,,4100 BLOCK MC KINNEY FALLS PKWY,,,
20165033964,TEMP EX PARTE  ORDER,8/17/16,1929,,UNKNOWN,-97.73140739,30.26908233,
20165033273,LOST PROP,8/12/16,1300,,8000 BLOCK GESSNER DR,,,
20162231082,CRIMINAL TRESPASS NOTICE,8/10/16,1528,,1000 BLOCK SPRINGDALE RD,,,
20162260985,FAMILY DISTURBANCE,8/13/16,1355,,2300 BLOCK E 2ND ST,,,
20165033853,LOST PROP,8/14/16,1023,,500 BLOCK N IH 35 NB,,,
20162181733,DWI,8/5/16,2107,,6800 BLOCK N LAMAR BLVD,,,
20165033249,FORGERY AND PASSING,8/5/16,0,,12500 BLOCK TECH RIDGE BLVD,,,
20162231726,FAMILY DISTURBANCE,8/10/16,2145,,9400 BLOCK N LAMAR BLVD,,,
20162290395,ABANDONED VEH,8/16/16,924,,9800 BLOCK QUAIL BLVD,,,
20162140359,CRIMINAL TRESPASS NOTICE,8/1/16,737,,10100 BLOCK RESEARCH BLVD SVRD NB,,,
20162190378,CRIMINAL TRESPASS NOTICE,8/6/16,442,,1600 BLOCK RUTLAND DR,,,
20168003840,THEFT OF AUTO PARTS,8/14/16,100,,2800 BLOCK S LAKELINE BLVD,,,
20162150877,ABANDONED VEH,8/2/16,1408,,2400 BLOCK CROMWELL CIR,,,
20165031718,CRED CARD ABUSE - OTHER,8/2/16,1521,,4600 BLOCK CACTUS LN,,,
20162221275,CRIMINAL TRESPASS NOTICE,8/9/16,1535,,800 BLOCK NECHES ST,,,
20162291331,DRIVING WHILE LICENSE INVALID,8/16/16,1948,,PEARCE LN / S SH 130 SVRD NB,,,
20162190331,DWI,8/6/16,343,,200 BLOCK S LAMAR BLVD NB,,,
20162171524,WARRANT ARREST NON TRAFFIC,8/4/16,2056,,E KOENIG LN SVRD WB / AIRPORT BLVD,-97.71295917,30.32094393,
20162180284,FAMILY DISTURBANCE,8/5/16,543,,1900 BLOCK BURTON DR,,,
20165031665,CRASH/LEAVING THE SCENE,8/1/16,1500,,W OLTORF ST / S 5TH ST,-97.7643387,30.24393779,
20162191754,DWI,8/7/16,127,,4500 BLOCK E RIVERSIDE DR,,,
20162230127,FAMILY DISTURBANCE,8/10/16,232,,5800 BLOCK BOULDER CREEK,,,
20165033101,CRASH/LEAVING THE SCENE,8/11/16,1500,,JOHNNY MORRIS RD / LOYOLA LN,-97.64822724,30.30023618,
20162281496,THEFT,8/15/16,2232,,3900 BLOCK GLASGOW DR,,,
20165032824,CRASH/LEAVING THE SCENE,8/9/16,1900,,3100 BLOCK E SH 71 WB,,,
20165032991,CRASH/LEAVING THE SCENE,8/7/16,0,,4900 BLOCK HAWK CV,,,
20165033365,EMERGENCY PROTECTIVE ORDER,8/13/16,1332,,5500 BLOCK STUART CT,,,
20165032653,CRASH/LEAVING THE SCENE,8/8/16,1800,,2900 BLOCK S CAPITAL OF TEXAS HWY NB,,,
20162150274,CRIMINAL TRESPASS NOTICE,8/2/16,621,,7300 BLOCK CAMERON RD,,,
20162221492,CRIMINAL TRESPASS NOTICE,8/9/16,1920,,11200 BLOCK LAKELINE MALL DR,,,
20165033814,CRASH/LEAVING THE SCENE,8/16/16,1810,,10100 BLOCK N SH 130 NB,,,
20165033138,CRASH/LEAVING THE SCENE,8/11/16,1645,,7300 BLOCK N FM 620 RD,,,
20162291297,FAMILY DISTURBANCE,8/16/16,1924,,1900 BLOCK W RUNDBERG LN,,,
20162220973,FAMILY DISTURBANCE,8/9/16,1436,,5100 BLOCK S 1ST ST,,,
20162201154,PUBLIC INTOXICATION,8/7/16,1751,,700 BLOCK W 7TH ST,,,
20162250183,DWI,8/12/16,227,,500 BLOCK W 29TH ST,,,
20168003604,LOST PROP,8/2/16,1700,,9300 BLOCK S IH 35 SVRD NB,,,
20162141757,DRIVING WHILE INTOX / FELONY,8/1/16,2230,,1300 BLOCK E 11TH ST,,,
20162150786,BURGLARY NON RESIDENCE,8/2/16,1548,,13400 BLOCK POND SPRINGS RD,,,
20162221005,CRIMINAL TRESPASS NOTICE,8/9/16,1426,,1600 BLOCK E OLTORF ST,,,
20165031483,FOUND PROPERTY,8/1/16,1133,,E BRAKER LN / DESSAU RD,-97.66574384,30.37243668,
20162261691,REQUEST TO APPREHEND,8/13/16,2158,,900 BLOCK RUTLAND DR,,,
20162191581,CRASH/LEAVING THE SCENE,8/6/16,2146,,1500 BLOCK E HOWARD LN,,,
20168003845,BICYCLE REGISTRATION,8/17/16,1500,,500 BLOCK S LAMAR BLVD,,,
20162230610,WARRANT ARREST NON TRAFFIC,8/10/16,1012,,9100 BLOCK BURNET RD,,,
20162221537,POSS MARIJUANA,8/9/16,1931,,3400 BLOCK E 12TH ST,,,
20162161656,FAMILY DISTURBANCE,8/3/16,2126,,5500 BLOCK N IH 35 SVRD SB,,,
20165032142,DIRECTED PATROL,8/5/16,938,,11400 BLOCK CENTURY OAKS TER,,,
20162231304,CRASH/LEAVING THE SCENE,8/10/16,1730,,4600 BLOCK E MARTIN LUTHER KING JR BLVD,,,
20162181683,CRASH/LEAVING THE SCENE,8/5/16,2129,,2300 BLOCK WILSON ST,,,
20162161711,CRIMINAL TRESPASS NOTICE,8/3/16,1930,,1700 BLOCK BURTON DR,,,
20162281471,POSS CONTROLLED SUB/NARCOTIC,8/15/16,2116,,12200 BLOCK N MOPAC EXPY SVRD NB,,,
20162161021,JUNKED/NUISANCE VEHICLE,8/3/16,1451,,8200 BLOCK SAM RAYBURN DR,,,
20165032655,DEBIT CARD ABUSE,8/8/16,2030,,4200 BLOCK S IH 35 SVRD SB,,,
20162240991,THEFT BY SHOPLIFTING,8/11/16,1423,,1000 BLOCK NORWOOD PARK BLVD,,,
20165032354,LOST PROP,8/6/16,1426,,400 BLOCK RALPH ABLANEDO DR,,,
20162180321,POSS CONTROLLED SUB/NARCOTIC,8/5/16,620,,1700 BLOCK S LAKESHORE BLVD,,,
20162170878,CRIMINAL TRESPASS NOTICE,8/4/16,1414,,6800 BLOCK MC NEIL DR,,,
20165032517,LOST PROP,8/4/16,0,,2400 BLOCK E RIVERSIDE DR,,,
20165032793,IDENTITY THEFT,8/9/16,1620,,700 BLOCK W ANNIE ST,,,
20165032592,CRASH/LEAVING THE SCENE,8/8/16,1400,,6500 BLOCK BLUFF SPRINGS RD,,,
20162271427,CRIMINAL TRESPASS NOTICE,8/14/16,2028,,9500 BLOCK S IH 35 SVRD SB,,,
20165033276,FOUND PROPERTY,8/12/16,1645,,6900 BLOCK BRODIE LN,,,
20162190189,DWI,8/6/16,158,,2900 BLOCK NORTHLAND DR,,,
20168003814,BICYCLE REGISTRATION,8/16/16,2145,,8200 BLOCK N FM 620 RD,,,
20162251924,FOUND CONTROLLED SUBSTANCE,8/12/16,2240,,800 BLOCK E APPLEGATE DR,,,
20162251710,FAMILY DISTURBANCE,8/12/16,2107,,7600 BLOCK SCENIC BROOK DR,,,
20162291367,AGG ROBBERY/DEADLY WEAPON,8/14/16,420,,8800 BLOCK N IH 35 SVRD SB,,,
20165033359,FOUND PROPERTY,8/3/16,0,,JOLLYVILLE RD / DUVAL RD,-97.75003988,30.41728477,
20162271301,DAMAGE CITY PROP,8/14/16,1900,,500 BLOCK E 6TH ST,,,
20165033450,CRASH/LEAVING THE SCENE,8/13/16,1200,,2800 BLOCK COLE ST,,,
20162261117,THEFT BY SHOPLIFTING,8/13/16,1542,,500 BLOCK CANYON RIDGE DR,,,
20162301003,FEDERAL VIOL/OTHER,8/17/16,1551,,3600 BLOCK PRESIDENTIAL BLVD,,,
20162241098,DAMAGE CITY PROP,8/11/16,703,,700 BLOCK E 8TH ST,,,
20162291288,PUBLIC INTOXICATION,8/16/16,1919,,1300 BLOCK E 6TH ST,,,
20162150130,DWI  .15 BAC OR ABOVE,8/2/16,209,,700 BLOCK S LAMAR BLVD,,,
20162270879,LOST PROP,8/14/16,1115,,3600 BLOCK PRESIDENTIAL BLVD,,,
20165033490,CRASH/LEAVING THE SCENE,8/14/16,2340,,10900 BLOCK PARKFIELD DR,,,
20162211001,CRASH/LEAVING THE SCENE,8/8/16,700,,9200 BLOCK NORTH PLZ,,,
20165033100,BURGLARY OF VEHICLE,8/10/16,2200,,2200 BLOCK MONTOPOLIS DR,,,
20162191650,DWI 2ND,8/6/16,2222,,RUTLAND DR / N LAMAR BLVD,-97.69600225,30.36486901,
20165032263,CRASH/LEAVING THE SCENE,8/5/16,1700,,400 BLOCK W SLAUGHTER LN,,,
20165032530,CRASH/LEAVING THE SCENE,8/8/16,650,,2900 BLOCK N MOPAC EXPY NB,,,
20162161869,CRIMINAL TRESPASS NOTICE,8/3/16,2300,,200 BLOCK W 4TH ST,,,
20162211010,CRIMINAL TRESPASS NOTICE,8/8/16,1539,,5800 BLOCK WESTMINSTER DR,,,
20162201780,ASSAULT WITH INJURY,8/7/16,2345,,6400 BLOCK BRIDGEWATER DR,,,
20162220834,POSS MARIJUANA,8/9/16,1254,,700 BLOCK VARGAS RD,,,
20162280115,URINATING IN PUBLIC PLACE,8/15/16,301,,W MONROE ST / S CONGRESS AVE,-97.75027769,30.24794554,
20162271342,THEFT OF SERVICE,8/14/16,1927,,4800 BLOCK LOTT AVE,,,
20165033599,IDENTITY THEFT,8/15/16,1445,,1900 BLOCK W 33RD ST,,,
20162180807,DOC ABUSIVE LANGUAGE,8/5/16,1320,,15400 BLOCK GRAND ST,,,
20162201630,FAMILY DISTURBANCE,8/7/16,2300,,8000 BLOCK BURNET RD,,,
20165031884,CRASH/LEAVING THE SCENE,8/3/16,1418,,W KOENIG LN / CHESTERFIELD AVE,-97.72199408,30.32294902,
20162270118,POSS CONTROLLED SUB/NARCOTIC,8/14/16,149,,11500 BLOCK ROCK ROSE AVE,,,
20162231789,DWI  .15 BAC OR ABOVE,8/10/16,2218,,10800 BLOCK MANCHACA RD,,,
20165032376,OUT OF CITY CREDIT CARD ABUSE,8/6/16,1847,,1700 BLOCK PATTON LN,,,
20162230526,FAMILY DISTURBANCE,8/10/16,1024,,300 BLOCK BRAZOS ST,,,
20162290928,CRIMINAL TRESPASS NOTICE,8/16/16,1634,,9400 BLOCK N LAMAR BLVD,,,
20165032265,HARASSMENT,8/5/16,1925,,1800 BLOCK BURTON DR,,,
20162251311,FAMILY DISTURBANCE,8/12/16,1711,,1100 BLOCK VASQUEZ ST,,,
20162161750,ASSIST COMPLAINANT,8/3/16,2210,,6100 BLOCK TURTLE DOVE DR,,,
20162270038,POSS OF ALCOHOL - AGE 17 TO 20,8/14/16,51,,4400 BLOCK DUDLEY DR,,,
20162191268,CRIMINAL TRESPASS,8/6/16,1826,,5300 BLOCK N IH 35 SVRD NB,,,
20162261955,ACCIDENTAL DRUG OVERDOSE,8/14/16,42,,4400 BLOCK E OLTORF ST,,,
20162171289,REQUEST TO APPREHEND,8/4/16,1823,,1100 BLOCK EASTFIELD AVE,,,
20162161589,DWI,8/3/16,2030,,BELMOOR DR / CHESHIRE DR,-97.68966381,30.3107651,
20162290908,ASSIST COMPLAINANT,8/16/16,1525,,2400 BLOCK W 10TH ST,,,
20162250493,ABANDONED VEH,8/12/16,900,,1500 BLOCK FARO DR,,,
20162181628,BURGLARY OF VEHICLE,8/5/16,2031,,1100 BLOCK LOTT AVE,,,
20162201262,DWI,8/7/16,1829,,6400 BLOCK HICKMAN AVE,,,
20165031581,TEMP EX PARTE  ORDER,8/1/16,1835,,300 BLOCK BOWIE ST,,,
20162151310,WARRANT ARREST NON TRAFFIC,8/2/16,1820,,W 8TH ST / LAVACA ST,-97.74449473,30.27057407,
20162300524,BURGLARY OF VEHICLE,8/16/16,1900,,1700 BLOCK S LAKESHORE BLVD,,,
20162300088,PUBLIC INTOXICATION,8/17/16,214,,400 BLOCK E 6TH ST,,,
20162281674,FOUND PROPERTY,8/15/16,2247,,6900 BLOCK N LAMAR BLVD,,,
20162141380,CRIMINAL TRESPASS NOTICE,8/1/16,1858,,8600 BLOCK RESEARCH BLVD SVRD NB,,,
20162240709,POSS OF DRUG PARAPHERNALIA,8/11/16,1159,,CARVER AVE / ATKINSON RD,-97.70125032,30.32760475,
20165033837,EMERGENCY PROTECTIVE ORDER,8/17/16,855,,500 BLOCK CLOVER CT,,,
20165032045,THEFT,8/4/16,1300,,2400 BLOCK E RIVERSIDE DR,,,
20162301299,THEFT,8/17/16,1840,,2500 BLOCK E RIVERSIDE DR,,,
20162141340,POSS CONTROLLED SUB/NARCOTIC,8/1/16,1827,,2100 BLOCK KENNETH AVE,,,
20165033813,CRASH/LEAVING THE SCENE,8/16/16,1730,,12600 BLOCK N IH 35 NB,,,
20165033935,BURGLARY OF VEHICLE,8/16/16,1900,,900 BLOCK E KOENIG LN EB,,,
20165032214,CRASH/LEAVING THE SCENE,8/5/16,1425,,700 BLOCK E CESAR CHAVEZ ST,,,
20162221912,CRIMINAL TRESPASS NOTICE,8/9/16,2318,,1900 BLOCK HEARTHSTONE DR,,,
20165033235,CRASH/LEAVING THE SCENE,8/12/16,1100,,13700 BLOCK N US 183 HWY SVRD SB,,,
20165032333,DEBIT CARD ABUSE,8/6/16,1025,,10100 BLOCK N IH 35 SVRD NB,,,
20162200053,WARRANT ARREST NON TRAFFIC,8/7/16,150,,4200 BLOCK SPEEDWAY,,,
20165033891,DEBIT CARD ABUSE,8/15/16,0,,E BRAKER LN / BLUFF BEND DR,-97.67254147,30.37542452,
20162300591,CUSTODY ARREST TRAFFIC WARR,8/17/16,1100,,W STASSNEY LN / MANCHACA RD,-97.79771152,30.21542756,
20165032373,IDENTITY THEFT,8/5/16,1800,,1200 BLOCK W 40TH ST,,,
20165033605,LOST PROP,8/14/16,1900,,12900 BLOCK N IH 35 SVRD SB,,,
20162241075,FAMILY DISTURBANCE,8/11/16,600,,2100 BLOCK WICKERSHAM LN,,,
20162300688,ABANDONED VEH,8/17/16,1150,,4500 BLOCK HYRIDGE DR,,,
20165033629,CRASH/LEAVING THE SCENE,8/15/16,730,,2200 BLOCK SAN ANTONIO ST,,,
20162300237,FAMILY DISTURBANCE,8/17/16,510,,1300 BLOCK BYERS LN,,,
20162300017,FAMILY DISTURBANCE,8/17/16,17,,3500 BLOCK FAR WEST BLVD,,,
20162240001,CRIMINAL TRESPASS NOTICE,8/11/16,29,,6200 BLOCK SNEED CV,,,
20165033671,CRASH/LEAVING THE SCENE,8/16/16,820,,N IH 35 SVRD SB / E ANDERSON LN SVRD EB,-97.70065304,30.3395016,
20165032736,PROTECTIVE ORDER,8/9/16,1215,,UNKNOWN,,,
20165032727,CRASH/LEAVING THE SCENE,8/8/16,2000,,6500 BLOCK CIRCLE S RD,,,
20162260021,POSS OF DRUG PARAPHERNALIA,8/13/16,10,,1200 BLOCK S IH 35 SVRD SB,,,
20162200388,FAMILY DISTURBANCE,8/7/16,444,,6600 BLOCK ELM CREEK DR,,,
20162250048,FAMILY DISTURBANCE,8/12/16,33,,8000 BLOCK S IH 35 SVRD NB,,,
20162290452,ABANDONED VEH,8/16/16,1005,,10100 BLOCK QUAIL HUTCH DR,,,
20162160528,SUSPICIOUS PERSON,8/3/16,944,,1700 BLOCK W PARMER LN,,,
20162210194,VEHICLE FIRE,8/8/16,324,,9600 BLOCK NIGHTJAR DR,,,
20165031626,CRASH/LEAVING THE SCENE,8/2/16,745,,PARK BEND DR / N MOPAC EXPY SVRD SB,-97.71031202,30.4114402,
20162270997,CRASH/AUTO VS PEDESTRIAN,8/14/16,1430,,2500 BLOCK E RIVERSIDE DR,,,
20162260152,DWI,8/13/16,113,,1600 BLOCK W 6TH ST,,,
20162241887,POSS CONTROLLED SUB/NARCOTIC,8/11/16,2321,,2100 BLOCK WICKERSHAM LN,,,
20162190272,DWI,8/6/16,253,,12400 BLOCK N IH 35 NB,,,
20165033654,CRASH/LEAVING THE SCENE,8/15/16,2121,,100 BLOCK E BEN WHITE BLVD EB,,,
20162281291,POSS OF PROHIBITED WEAPON,8/15/16,1921,,900 BLOCK E 9TH ST,,,
20165031489,PROTECTIVE ORDER,8/1/16,1149,,UNKNOWN,,,
20162190271,POSS CONTROLLED SUB/NARCOTIC,8/6/16,253,,600 BLOCK E 6TH ST,,,
20165033537,LOST PROP,8/15/16,1059,,4900 BLOCK MUELLER BLVD,,,
20162200216,DWI,8/7/16,612,,REAGAN TER / S IH 35 SVRD SB,-97.73559061,30.24397411,
20162151603,POSS CONTROLLED SUB/OTHER,8/2/16,2249,,6700 BLOCK EMERALD FOREST DR,,,
20165033988,HARASSMENT,8/17/16,2055,,2400 BLOCK WICKERSHAM LN,,,
20162300337,POSS MARIJUANA,8/17/16,737,,1900 BLOCK W BEN WHITE BLVD SVRD WB,,,
20165032223,TEMP EX PARTE  ORDER,8/5/16,1504,,9200 BLOCK NORTH PLZ,,,
20165033931,DIRECTED PATROL,8/17/16,1512,,4100 BLOCK GOVERNORS ROW,,,
20162200472,DWI,8/7/16,646,,12300 BLOCK ALAMEDA TRACE CIR,,,
20165033763,THEFT BY SHOPLIFTING,8/11/16,2222,,2700 BLOCK E 7TH ST,,,
20165033586,CRASH/LEAVING THE SCENE,8/15/16,1310,,W ANDERSON LN / BURNET RD,-97.73090442,30.35615096,
20162240597,CRIMINAL TRESPASS NOTICE,8/11/16,1045,,1900 BLOCK E 6TH ST,,,
20162270536,THEFT OF LICENSE PLATE,8/14/16,751,,3800 BLOCK W PARMER LN,,,
20168003754,LOST PROP,8/9/16,1710,,1400 BLOCK ASHWOOD RD,,,
20165033178,CRASH/LEAVING THE SCENE,8/11/16,1830,,5800 BLOCK TECHNI CENTER DR,,,
20165031842,ABAND VEH  (STORAGE FACILITY),8/3/16,1156,,5500 BLOCK W US 290,,,
20162170950,CRIMINAL TRESPASS NOTICE,8/4/16,1448,,12900 BLOCK N US 183 HWY SVRD NB,,,
20162270680,THEFT BY SHOPLIFTING,8/14/16,1015,,800 BLOCK E WILLIAM CANNON DR,,,
20165033162,CRASH/LEAVING THE SCENE,8/12/16,259,,IH 35 SVRD  & US HWY 290,,,
20162230701,CRASH/LEAVING THE SCENE,8/10/16,1126,,5600 BLOCK MAPLELEAF DR,,,
20162291682,DWI,8/16/16,2351,,1600 BLOCK E 5TH ST,,,
20165033962,CRASH/LEAVING THE SCENE,8/17/16,1800,,13700 BLOCK N US 183 HWY SVRD SB,,,
20162201393,FAMILY DISTURBANCE,8/7/16,2014,,1900 BLOCK GASTON PLACE DR,,,
20165031958,LOST PROP,8/1/16,1630,,3600 BLOCK PRESIDENTIAL BLVD,,,
20162211660,DAMAGE CITY VEHICLE,8/8/16,2143,,12400 BLOCK LAMPLIGHT VILLAGE AVE,,,
20168003841,THEFT,8/17/16,1430,,6500 BLOCK S IH 35 SVRD NB,,,
20165032776,DEBIT CARD ABUSE,8/9/16,1200,,11000 BLOCK PECAN PARK BLVD,,,
20165031591,CRASH/LEAVING THE SCENE,8/1/16,1800,,7100 BLOCK N FM 620 RD,,,
20162160022,WARRANT ARREST NON TRAFFIC,8/3/16,18,,10300 BLOCK JOLLYVILLE RD,,,
20162161464,CRASH/LEAVING THE SCENE,8/3/16,1857,,10600 BLOCK N IH 35 NB,,,
20165033121,THEFT,8/11/16,1540,,9400 BLOCK BURNET RD,,,
20162171290,CRIMINAL TRESPASS NOTICE,8/4/16,1906,,11800 BLOCK DOMAIN DR,,,
20162180008,WARRANT ARREST NON TRAFFIC,8/5/16,5,,600 BLOCK N IH 35 SVRD NB,,,
20162191133,DWI  .15 BAC OR ABOVE,8/6/16,1647,,E ANDERSON LN SVRD EB / BLESSING AVE,-97.69148017,30.33438701,
20165033117,BURGLARY OF VEHICLE,8/11/16,1618,,700 BLOCK SHADY LN,,,
20162201310,FAMILY DISTURBANCE/PARENTAL,8/7/16,1906,,6400 BLOCK SPRINGDALE RD,,,
20165033687,CRASH/LEAVING THE SCENE,8/16/16,920,,1500 BLOCK WICKERSHAM LN,,,
20162170204,ASSAULT WITH INJURY,8/4/16,420,,1700 BLOCK BURTON DR,,,
20162280028,WARRANT ARREST NON TRAFFIC,8/15/16,46,,2700 BLOCK GONZALES ST,,,
20162200356,DATING DISTURBANCE,8/7/16,503,,1100 BLOCK SALINA ST,,,
20162160945,FAMILY DISTURBANCE,8/3/16,1356,,8800 BLOCK TEXAS SUN DR,,,
20162201719,POSS CONTROLLED SUB/NARCOTIC,8/7/16,2359,,13200 BLOCK N FM 620 RD NB,,,
20162140140,PUBLIC INTOXICATION,8/1/16,215,,200 BLOCK E 6TH ST,,,
20168003829,LOST PROP,8/10/16,1400,,600 BLOCK E BEN WHITE BLVD EB,,,
20162180095,BURGLARY OF VEH INFORMATION,8/5/16,121,,5800 BLOCK WELLINGTON DRIVE,,,
20165033174,LOST PROP,8/11/16,2100,,00 BLOCK WALLER ST,,,
20162191308,POSS CONTROLLED SUB/NARCOTIC,8/6/16,1854,,E OLTORF ST / S IH 35 SVRD NB,-97.74043405,30.23359347,
20162231782,ASSAULT BY CONTACT FAM/DATING,8/10/16,1215,,2900 BLOCK BARTON SKWY,,,
20165033766,CRASH/LEAVING THE SCENE,8/16/16,1419,,BECKETT RD / HITCHER BND,-97.86598149,30.21090853,
20162210447,IMPOUNDED VEH,8/8/16,903,,2400 BLOCK MISSION HILL DR,,,
20162141546,CRIMINAL TRESPASS NOTICE,8/1/16,2035,,500 BLOCK E 7TH ST,,,
20162250105,DWI,8/12/16,121,,1100 BLOCK E 9TH ST,,,
20162161552,FAMILY DISTURBANCE,8/3/16,2019,,1500 BLOCK WICKERSHAM LN,,,
20162190674,POSS CONTROLLED SUB/NARCOTIC,8/6/16,1017,,1900 BLOCK W WILLIAM CANNON DR,,,
20162170859,FAMILY DISTURBANCE,8/4/16,1455,,1100 BLOCK AIRPORT BLVD,,,
20165032690,CRASH/LEAVING THE SCENE,8/9/16,0,,2900 BLOCK SUNRIDGE DR,,,
20162190633,PUBLIC INTOXICATION,8/6/16,950,,11900 BLOCK HORNSBY ST,,,
20162151924,REQUEST TO APPREHEND,8/3/16,106,,3100 BLOCK E SH 71 EB,,,
20162250062,DWI,8/12/16,46,,12500 BLOCK N IH 35 NB,,,
20162260231,CRASH/LEAVING THE SCENE,8/13/16,153,,10500 BLOCK DESSAU RD,,,
20162160805,THEFT OF AUTO PARTS,8/3/16,1216,,3100 BLOCK E SH 71 EB,,,
20162150108,DWI,8/2/16,129,,900 BLOCK KEN ST,,,
20162190391,REQUEST TO APPREHEND,8/6/16,502,,7700 BLOCK E BEN WHITE BLVD EB,,,
20165033163,FOUND CONTROLLED SUBSTANCE,8/12/16,310,,600 BLOCK E 15TH ST,,,
20162181323,REQUEST TO APPREHEND,8/5/16,1843,,13100 BLOCK DESSAU RD,,,
20165033921,THEFT,8/17/16,1430,,6700 BLOCK S IH 35 SVRD NB,,,
20165033984,CRASH/LEAVING THE SCENE,8/17/16,2000,,6600 BLOCK S IH 35 SVRD NB,,,
20162291628,POSS MARIJUANA,8/16/16,2307,,2300 BLOCK GUADALUPE ST,,,
20165032089,SUSPICIOUS PERSON,8/4/16,708,,8000 BLOCK EXCHANGE DR,,,
20165032822,CRASH/LEAVING THE SCENE,8/9/16,100,,2600 BLOCK BRISBANE RD,,,
20165033955,CRASH/LEAVING THE SCENE,8/14/16,100,,E 5TH ST / N IH 35 SVRD SB,-97.7353914,30.26491939,
20162221898,CRIMINAL TRESPASS NOTICE,8/9/16,2317,,3000 BLOCK E 12TH ST,,,
20165032669,CRASH/LEAVING THE SCENE,8/8/16,2000,,3700 BLOCK S 1ST ST,,,
20162181099,POSS CONTROLLED SUB/OTHER,8/5/16,1448,,3100 BLOCK E SH 71 EB,,,
20165031766,CRASH/LEAVING THE SCENE,8/2/16,725,,3700 BLOCK S 2ND ST,,,
20165033395,CRASH/LEAVING THE SCENE,8/13/16,1650,,500 BLOCK W ANDERSON LN EB,,,
20162290067,ABANDONED VEH,8/16/16,119,,W BRAKER LN / BURNET RD,-97.72563183,30.39234312,
20162281643,DEL CONTROLLED SUB/NARCOTIC,8/15/16,2326,,5000 BLOCK S MOPAC EXPY SVRD NB,,,
20162171622,POSS CONTROLLED SUB/NARCOTIC,8/4/16,2230,,1900 BLOCK W BRAKER LN,,,
20162270815,ABANDONED VEH,8/14/16,1253,,8500 BLOCK S IH 35 SVRD NB,,,
20162200312,FAMILY DISTURBANCE,8/7/16,332,,2600 BLOCK SOL WILSON AVE,,,
20165033950,CRASH/LEAVING THE SCENE,8/17/16,1659,,PARKFIELD DR / KRAMER LN,-97.69790619,30.38271134,
20165032803,EMERGENCY PROTECTIVE ORDER,8/9/16,1651,,600 BLOCK W 7TH ST,,,
20162231495,POSS SYNTHETIC MARIJUANA,8/10/16,1911,,800 BLOCK E WILLIAM CANNON DR,,,
20162150942,CRIMINAL TRESPASS NOTICE,8/2/16,1517,,300 BLOCK CARMEN CT,,,
20162140532,REQUEST TO APPREHEND,8/1/16,956,,600 BLOCK W SLAUGHTER LN,,,
20162241354,ASSAULT ON PUBLIC SERVANT,8/11/16,1825,,1100 BLOCK E CESAR CHAVEZ ST,,,
